Staten Island 421A Exempt Properties as of FINAL Roll FY'13/14,,,,,,,,,,,,,,
Neighborhood Name and Descriptive Data is as of Final 13/14,,,,,,,,,,,,,,
"Unit information first from RPAD, if missing then from VISION.",,,,,,,,,,,,,,
Building Class Category is based on Building Class as of Final 13/14,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,ZIP CODE, RESIDENTIAL UNITS , COMMERCIAL UNITS , TOTAL UNITS , LAND SQUARE FEET , GROSS SQUARE FEET ,YEAR BUILT
5,CONCORD-FOX HILLS        ,10  COOPERATIVES                            ,2,2925,432,C6,361 SKYLINE DRIVE                        ,10304, 11 , -   , 11 ," 20,500 "," 21,780 ",1999
5,CONCORD-FOX HILLS        ,10  COOPERATIVES                            ,2,2925,450,C6,295 SKYLINE DRIVE                        ,10304, 11 , -   , 11 ," 15,500 "," 21,865 ",2000
5,CONCORD-FOX HILLS        ,10  COOPERATIVES                            ,2,2925,479,C6,46 CIRCLE LOOP                           ,10304, 19 , -   , 19 ," 27,600 "," 37,220 ",2000
5,CONCORD-FOX HILLS        ,15  2-10 FAMILY COOPERATIVES                ,2C,2925,390,C6,121A CIRCLE LOOP                         ,10304, 8 , -   , 8 ," 8,500 "," 15,840 ",1999
5,CONCORD-FOX HILLS        ,15  2-10 FAMILY COOPERATIVES                ,2C,2925,463,C6,330 SKYLINE DRIVE                        ,10304, 10 , -   , 10 ," 17,050 "," 19,955 ",2000
5,CONCORD-FOX HILLS        ,15  2-10 FAMILY COOPERATIVES                ,2C,2925,473,C6,106 CIRCLE LOOP                          ,10304, 6 , -   , 6 ," 8,500 "," 11,880 ",1999
5,CONCORD-FOX HILLS        ,15  2-10 FAMILY COOPERATIVES                ,2C,2925,486,C6,302 SKYLINE DRIVE                        ,10304, 9 , -   , 9 ," 11,750 "," 17,799 ",2000
5,ELTINGVILLE              ,04  CONDOMINIUMS                            ,1A,5324,1001,R3,4654 AMBOY ROAD                          ,10312, 1 , -   , 1 , -   , -   ,2010
5,ELTINGVILLE              ,04  CONDOMINIUMS                            ,1A,5324,1002,R3,4654 AMBOY ROAD                          ,10312, 1 , -   , 1 , -   , -   ,2010
5,ELTINGVILLE              ,04  CONDOMINIUMS                            ,1A,5324,1003,R3,4654 AMBOY ROAD                          ,10312, 1 , -   , 1 , -   , -   ,2010
5,ELTINGVILLE              ,04  CONDOMINIUMS                            ,1A,5324,1004,R3,4654 AMBOY ROAD                          ,10312, 1 , -   , 1 , -   , -   ,2010
5,ELTINGVILLE              ,04  CONDOMINIUMS                            ,1A,5324,1005,R3,4654 AMBOY ROAD                          ,10312, 1 , -   , 1 , -   , -   ,2010
5,ELTINGVILLE              ,04  CONDOMINIUMS                            ,1A,5324,1006,R3,4654 AMBOY ROAD                          ,10312, 1 , -   , 1 , -   , -   ,2010
5,ELTINGVILLE              ,04  CONDOMINIUMS                            ,1A,5324,1007,R3,4654 AMBOY ROAD                          ,10312, 1 , -   , 1 , -   , -   ,2010
5,ELTINGVILLE              ,04  CONDOMINIUMS                            ,1A,5324,1008,R3,4654 AMBOY ROAD                          ,10312, 1 , -   , 1 , -   , -   ,2010
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1002,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1003,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1004,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1005,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1006,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1007,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1008,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1009,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1010,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1011,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1012,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1013,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1014,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1015,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1016,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1017,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GREAT KILLS              ,11  CONDOMINIUMS                            ,2,4633,1018,R4,3871 AMBOY ROAD                          ,10308, 1 , -   , 1 , -   , -   ,2008
5,GRYMES HILL              ,04  CONDOMINIUMS                            ,1A,615,1019,R3,698 VAN DUZER STREET                     ,10304, 1 , -   , 1 , -   , -   ,0
5,GRYMES HILL              ,04  CONDOMINIUMS                            ,1A,615,1020,R3,698 VAN DUZER STREET                     ,10304, 1 , -   , 1 , -   , -   ,0
5,GRYMES HILL              ,04  CONDOMINIUMS                            ,1A,615,1021,R3,698 VAN DUZER STREET                     ,10304, 1 , -   , 1 , -   , -   ,0
5,GRYMES HILL              ,04  CONDOMINIUMS                            ,1A,615,1022,R3,696 VAN DUZER STREET                     ,10304, 1 , -   , 1 , -   , -   ,0
5,GRYMES HILL              ,04  CONDOMINIUMS                            ,1A,615,1023,R3,696 VAN DUZER STREET                     ,10304, 1 , -   , 1 , -   , -   ,0
5,GRYMES HILL              ,04  CONDOMINIUMS                            ,1A,615,1024,R3,696 VAN DUZER STREET                     ,10304, 1 , -   , 1 , -   , -   ,0
5,GRYMES HILL              ,04  CONDOMINIUMS                            ,1A,615,1025,R3,694 VAN DUZER STREET                     ,10304, 1 , -   , 1 , -   , -   ,0
5,GRYMES HILL              ,04  CONDOMINIUMS                            ,1A,615,1026,R3,694 VAN DUZER STREET                     ,10304, 1 , -   , 1 , -   , -   ,0
5,GRYMES HILL              ,04  CONDOMINIUMS                            ,1A,615,1027,R3,694 VAN DUZER STREET                     ,10304, 1 , -   , 1 , -   , -   ,0
5,GRYMES HILL              ,04  CONDOMINIUMS                            ,1A,615,1028,R3,692 VAN DUZER STREET                     ,10304, 1 , -   , 1 , -   , -   ,0
5,GRYMES HILL              ,04  CONDOMINIUMS                            ,1A,615,1029,R3,692 VAN DUZER STREET                     ,10304, 1 , -   , 1 , -   , -   ,0
5,GRYMES HILL              ,04  CONDOMINIUMS                            ,1A,615,1030,R3,692 VAN DUZER STREET                     ,10304, 1 , -   , 1 , -   , -   ,0
5,GRYMES HILL              ,36  HEALTH AND EDUCATION                    ,4,631,71,I7,801 NARROWS ROAD NORTH                   ,10304, 79 , -   , 79 ," 115,000 "," 63,263 ",2005
5,MARINERS HARBOR          ,02  2-FAMILY                                ,1,1255,12,B9,75R ARLINGTON PLACE                      ,10303, 2 , -   , 2 ," 5,710 "," 1,300 ",1990
5,MARINERS HARBOR          ,02  2-FAMILY                                ,1,1255,14,B9,73R ARLINGTON PLACE                      ,10303, 2 , -   , 2 ," 2,793 "," 1,300 ",1990
5,MARINERS HARBOR          ,08  RENTALS - REGULATED                     ,2,1234,22,C9,331 HARBOR ROAD                          ,10303, 28 , -   , 28 ," 41,237 "," 21,420 ",1997
5,MARINERS HARBOR          ,08  RENTALS - REGULATED                     ,2,1239,1,C9,15 DAVIDSON COURT                        ,10303, 38 , -   , 38 ," 55,350 "," 43,700 ",1989
5,MARINERS HARBOR          ,08  RENTALS - REGULATED                     ,2,1243,1,C9,50 HARBOR LOOP                           ,10303, 38 , -   , 38 ," 46,651 "," 30,530 ",1995
5,MARINERS HARBOR          ,08  RENTALS - REGULATED                     ,2,1243,20,C9,20 LOCKMAN LOOP                          ,10303, 40 , -   , 40 ," 59,670 "," 27,063 ",1992
5,MARINERS HARBOR          ,14  4-10 FAMILY RENTALS                     ,2B,1243,64,C1,174 HARBOR ROAD                          ,10303, 8 , -   , 8 ," 10,277 "," 5,272 ",1995
5,MIDLAND BEACH            ,09  RENTALS - UNREGULATED                   ,2,3472,43,C9,538 SEAVIEW AVENUE                       ,10305, 60 , -   , 60 ," 53,000 "," 64,110 ",1999
5,NEW BRIGHTON             ,03  3-FAMILY                                ,1,111,15,C0,28 WEBSTER AVENUE                        ,10301, 3 , -   , 3 ," 2,391 "," 2,949 ",2004
5,NEW BRIGHTON             ,03  3-FAMILY                                ,1,111,16,C0,32 WEBSTER AVENUE                        ,10301, 3 , -   , 3 ," 2,710 "," 2,937 ",2004
5,NEW BRIGHTON             ,08  RENTALS - REGULATED                     ,2,3,15,D1,388 RICHMOND TERRACE                     ,10301, 122 , -   , 122 ," 36,984 "," 87,492 ",1986
5,NEW BRIGHTON             ,09  RENTALS - UNREGULATED                   ,2,17,74,C1,30 MONTGOMERY AVENUE                     ,10301, 11 , -   , 11 ," 8,585 "," 10,713 ",2006
5,NEW BRIGHTON             ,09  RENTALS - UNREGULATED                   ,2,44,15,C1,150 HENDRICKS AVENUE                     ,10301, 11 , -   , 11 ," 7,500 "," 6,559 ",2003
5,NEW BRIGHTON             ,14  4-10 FAMILY RENTALS                     ,2A,16,31,S5,85 MONTGOMERY AVENUE                     ,10301, 5 , 1 , 6 ," 2,125 "," 5,090 ",2008
5,NEW BRIGHTON             ,14  4-10 FAMILY RENTALS                     ,2A,23,55,S9,97 VICTORY BOULEVARD                     ,10301, 4 , 2 , 6 ," 2,715 "," 3,938 ",2009
5,NEW BRIGHTON-ST. GEORGE  ,09  RENTALS - UNREGULATED                   ,2,13,60,D6,224 RICHMOND TERRACE                     ,10301, 40 , 1 , 41 ," 16,938 "," 58,792 ",2012
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2001,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2002,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2003,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2004,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2005,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2006,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2007,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2008,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2009,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2010,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2011,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2012,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2013,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2014,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2015,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2016,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2017,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2018,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2019,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2020,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2021,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2022,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2023,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2024,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2025,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2026,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2027,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2028,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2029,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2030,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2031,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2032,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2033,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2034,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2035,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2036,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2037,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2038,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2039,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2040,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2041,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2042,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2043,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2044,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2045,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2046,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2047,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2048,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2049,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2050,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2051,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2052,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2053,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2054,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2055,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2056,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW BRIGHTON-ST. GEORGE  ,11  CONDOMINIUMS                            ,2,1,2057,R4,155 BAY STREET                           ,10301, 1 , -   , 1 , -   , -   ,2005
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1101,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1102,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1103,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1104,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1105,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1106,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1107,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1108,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1109,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1110,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1111,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1112,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1113,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,04  CONDOMINIUMS                            ,1A,4229,1114,R3,6 ARC PLACE                              ,10306, 1 , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,25  CONDO OFFICE BUILDINGS                  ,4,4229,1115,RB,6 ARC PLACE                              ,10306, -   , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,35  CONDO PARKING                           ,4,4229,1116,RP,6 ARC PLACE                              ,10306, -   , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,35  CONDO PARKING                           ,4,4229,1117,RP,6 ARC PLACE                              ,10306, -   , -   , 1 , -   , -   ,0
5,NEW DORP                 ,35  CONDO PARKING                           ,4,4229,1118,RP,6 ARC PLACE                              ,10306, -   , -   , 1 , -   , -   ,0
5,NEW DORP                 ,35  CONDO PARKING                           ,4,4229,1119,RP,6 ARC PLACE                              ,10306, -   , -   , 1 , -   , -   ,0
5,NEW DORP                 ,35  CONDO PARKING                           ,4,4229,1120,RP,6 ARC PLACE                              ,10306, -   , -   , 1 , -   , -   ,2008
5,NEW DORP                 ,35  CONDO PARKING                           ,4,4229,1121,RP,6 ARC PLACE                              ,10306, -   , -   , 1 , -   , -   ,0
5,NEW DORP                 ,35  CONDO PARKING                           ,4,4229,1122,RP,6 ARC PLACE                              ,10306, -   , -   , 1 , -   , -   ,0
5,NEW DORP                 ,35  CONDO PARKING                           ,4,4229,1123,RP,6 ARC PLACE                              ,10306, -   , -   , 1 , -   , -   ,0
5,NEW DORP                 ,35  CONDO PARKING                           ,4,4229,1124,RP,6 ARC PLACE                              ,10306, -   , -   , 1 , -   , -   ,0
